number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_freeze_bn,params_lr,params_weight_decay,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
24,0.9778550091281316,2026-09-21 05:33:09.455436,2026-09-21 05:36:10.704571,0 days 00:03:01.249135,32,0.2,False,5.5569791344261864e-05,3.2279023954450796e-05,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 5.5569791344261864e-05, ""weight_decay"": 3.2279023954450796e-05}",PRUNED
25,0.9789918882904886,2026-09-21 05:36:20.790086,2026-09-21 05:47:05.147401,0 days 00:10:44.357315,64,0.1,False,6.872463044094522e-06,6.739859254563728e-05,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 6.872463044094522e-06, ""weight_decay"": 6.739859254563728e-05}",PRUNED
26,0.9824006567951798,2026-09-21 05:41:52.964679,2026-09-21 05:47:25.352528,0 days 00:05:32.387849,32,0.3,False,1.5515067651590797e-05,9.796482316661759e-06,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 1.5515067651590797e-05, ""weight_decay"": 9.796482316661759e-06}",COMPLETE
27,0.9747456037894269,2026-09-21 05:46:34.940244,2026-09-21 05:47:55.616300,0 days 00:01:20.676056,16,0.2,False,2.228880520227225e-05,2.4330124241824337e-05,,"{""batch_size"": 16, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 2.228880520227225e-05, ""weight_decay"": 2.4330124241824337e-05}",PRUNED
28,0.9806922710732925,2026-09-21 05:47:55.634253,2026-09-21 05:53:28.104855,0 days 00:05:32.470602,32,0.3,False,2.1312148370682716e-05,4.3553110385518555e-07,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 2.1312148370682716e-05, ""weight_decay"": 4.3553110385518555e-07}",COMPLETE
29,0.9765811237778133,2026-09-21 05:51:07.063182,2026-09-21 05:53:07.928280,0 days 00:02:00.865098,32,0.0,False,1.280054292997665e-05,2.3418100179473144e-05,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 1.280054292997665e-05, ""weight_decay"": 2.3418100179473144e-05}",PRUNED
30,0.9777081310187073,2026-09-21 05:53:28.141372,2026-09-21 05:55:39.165518,0 days 00:02:11.024146,32,0.3,True,1.8476349079194008e-05,2.138320057219848e-05,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": true, ""lr"": 1.8476349079194008e-05, ""weight_decay"": 2.138320057219848e-05}",PRUNED
31,0.9660517171329941,2026-09-21 05:57:19.906438,2026-09-21 06:01:01.710386,0 days 00:03:41.803948,64,0.0,True,5.2259975929271535e-05,0.007295478157735643,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": true, ""lr"": 5.2259975929271535e-05, ""weight_decay"": 0.007295478157735643}",PRUNED
32,0.9720317381460065,2026-09-21 05:59:20.901647,2026-09-21 06:01:21.919188,0 days 00:02:01.017541,32,0.3,False,5.193445725090928e-06,5.343304870466423e-06,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 5.193445725090928e-06, ""weight_decay"": 5.343304870466423e-06}",PRUNED
33,0.9767181299657747,2026-09-21 06:01:01.738285,2026-09-21 06:03:02.761634,0 days 00:02:01.023349,32,0.1,False,1.6693766524705475e-05,2.270394713505201e-05,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 1.6693766524705475e-05, ""weight_decay"": 2.270394713505201e-05}",PRUNED
34,0.9811286404272407,2026-09-21 06:01:42.161582,2026-09-21 06:07:14.798231,0 days 00:05:32.636649,32,0.5,False,2.8863297359120164e-05,0.0002631462810890478,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 2.8863297359120164e-05, ""weight_decay"": 0.0002631462810890478}",COMPLETE
35,0.9711608684204892,2026-09-21 06:04:03.282784,2026-09-21 06:06:04.199053,0 days 00:02:00.916269,32,0.3,True,6.249454450296982e-06,0.0012904769773832844,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": true, ""lr"": 6.249454450296982e-06, ""weight_decay"": 0.0012904769773832844}",PRUNED
36,0.9710337341539904,2026-09-21 06:06:24.386661,2026-09-21 06:07:45.068265,0 days 00:01:20.681604,16,0.5,False,7.5688801108909666e-06,0.0009077336012703925,,"{""batch_size"": 16, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 7.5688801108909666e-06, ""weight_decay"": 0.0009077336012703925}",PRUNED
37,0.9757337358599801,2026-09-21 06:07:24.935290,2026-09-21 06:09:35.891510,0 days 00:02:10.956220,32,0.3,False,2.434292767421115e-05,9.564244712498187e-06,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 2.434292767421115e-05, ""weight_decay"": 9.564244712498187e-06}",PRUNED
38,0.9765829927601924,2026-09-21 06:11:36.770941,2026-09-21 06:15:28.444055,0 days 00:03:51.673114,64,0.3,False,2.4287090319327917e-05,7.680748323416979e-05,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 2.4287090319327917e-05, ""weight_decay"": 7.680748323416979e-05}",PRUNED
39,0.9774303806780255,2026-09-21 06:14:38.102570,2026-09-21 06:18:19.633373,0 days 00:03:41.530803,64,0.5,True,1.1164017040063588e-05,0.00011196176673546456,,"{""batch_size"": 64, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 1.1164017040063588e-05, ""weight_decay"": 0.00011196176673546456}",PRUNED
