number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_freeze_bn,params_lr,params_weight_decay,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
26,0.9759102883819222,2026-09-21 05:44:44.155854,2026-09-21 05:48:35.907551,0 days 00:03:51.751697,64,0.3,False,7.967413403803447e-06,3.315319603763589e-05,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 7.967413403803447e-06, ""weight_decay"": 3.315319603763589e-05}",PRUNED
27,0.9745885321701904,2026-09-21 05:47:25.404335,2026-09-21 05:49:26.321546,0 days 00:02:00.917211,32,0.2,False,5.163898137328756e-06,3.5288202249044886e-06,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 5.163898137328756e-06, ""weight_decay"": 3.5288202249044886e-06}",PRUNED
28,0.977151781739428,2026-09-21 05:49:26.353873,2026-09-21 05:53:28.121992,0 days 00:04:01.768119,64,0.3,False,3.6720253357261603e-05,3.165978942557412e-06,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 3.6720253357261603e-05, ""weight_decay"": 3.165978942557412e-06}",PRUNED
29,0.9768280295197121,2026-09-21 05:53:18.052307,2026-09-21 05:57:19.881624,0 days 00:04:01.829317,64,0.5,False,1.8263029708244018e-05,4.387903895622188e-06,,"{""batch_size"": 64, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 1.8263029708244018e-05, ""weight_decay"": 4.387903895622188e-06}",PRUNED
30,0.9851765134183182,2026-09-21 05:55:39.174084,2026-09-21 06:06:24.330699,0 days 00:10:45.156615,64,0.5,True,1.499025405809537e-05,2.2985541425328552e-05,,"{""batch_size"": 64, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 1.499025405809537e-05, ""weight_decay"": 2.2985541425328552e-05}",COMPLETE
31,0.9740972884648857,2026-09-21 05:58:00.286403,2026-09-21 05:59:20.894640,0 days 00:01:20.608237,16,0.5,False,1.5113897215835042e-05,0.0001311775925858736,,"{""batch_size"": 16, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 1.5113897215835042e-05, ""weight_decay"": 0.0001311775925858736}",PRUNED
32,0.975300782882441,2026-09-21 06:00:31.489497,2026-09-21 06:01:42.125750,0 days 00:01:10.636253,16,0.5,False,7.555504211959815e-06,1.1929420480773046e-06,,"{""batch_size"": 16, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 7.555504211959815e-06, ""weight_decay"": 1.1929420480773046e-06}",PRUNED
33,0.9812042790059862,2026-09-21 06:01:32.058137,2026-09-21 06:12:37.150589,0 days 00:11:05.092452,64,0.0,False,1.0962889453005116e-05,7.91734794214107e-07,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 1.0962889453005116e-05, ""weight_decay"": 7.91734794214107e-07}",COMPLETE
34,0.9762340406016379,2026-09-21 06:03:33.051155,2026-09-21 06:07:24.887957,0 days 00:03:51.836802,64,0.3,True,1.0632559236855323e-05,2.3135713451143858e-06,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": true, ""lr"": 1.0632559236855323e-05, ""weight_decay"": 2.3135713451143858e-06}",PRUNED
35,0.979067526869234,2026-09-21 06:06:04.216024,2026-09-21 06:14:17.907842,0 days 00:08:13.691818,64,0.1,False,1.5375365786425463e-05,2.4553184359177908e-05,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 1.5375365786425463e-05, ""weight_decay"": 2.4553184359177908e-05}",PRUNED
36,0.9768280295197121,2026-09-21 06:07:14.836073,2026-09-21 06:11:06.524845,0 days 00:03:51.688772,64,0.5,True,1.2814262130688352e-05,1.4502834460119629e-06,,"{""batch_size"": 64, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 1.2814262130688352e-05, ""weight_decay"": 1.4502834460119629e-06}",PRUNED
37,0.9784580213697529,2026-09-21 06:11:06.551759,2026-09-21 06:14:58.218304,0 days 00:03:51.666545,64,0.5,True,1.9686278917964633e-05,3.844870601922401e-05,,"{""batch_size"": 64, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 1.9686278917964633e-05, ""weight_decay"": 3.844870601922401e-05}",PRUNED
38,0.9808805267862702,2026-09-21 06:14:17.927069,2026-09-21 06:25:01.334329,0 days 00:10:43.407260,64,0.5,False,9.926049378997046e-06,8.140276430523074e-05,,"{""batch_size"": 64, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 9.926049378997046e-06, ""weight_decay"": 8.140276430523074e-05}",COMPLETE
39,0.9750530285426264,2026-09-21 06:15:48.607870,2026-09-21 06:16:59.184207,0 days 00:01:10.576337,16,0.5,True,2.7152798446806546e-05,5.976175156175994e-06,,"{""batch_size"": 16, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 2.7152798446806546e-05, ""weight_decay"": 5.976175156175994e-06}",PRUNED
