number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_freeze_bn,params_lr,params_weight_decay,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
16,0.9726399225282947,2026-09-21 05:16:51.890846,2026-09-21 05:20:43.570456,0 days 00:03:51.679610,64,0.0,False,7.11486464774605e-05,0.00012513452119773154,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 7.11486464774605e-05, ""weight_decay"": 0.00012513452119773154}",PRUNED
17,0.9730176418533217,2026-09-21 05:20:33.490565,2026-09-21 05:21:54.191941,0 days 00:01:20.701376,16,0.3,False,5.75384249065605e-06,3.9544349786881256e-06,,"{""batch_size"": 16, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 5.75384249065605e-06, ""weight_decay"": 3.9544349786881256e-06}",PRUNED
18,0.9757268077956495,2026-09-21 05:21:54.224476,2026-09-21 05:31:48.807455,0 days 00:09:54.582979,64,0.1,False,4.310395699766829e-05,4.158202276873659e-06,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 4.310395699766829e-05, ""weight_decay"": 4.158202276873659e-06}",PRUNED
19,0.9346975461812116,2026-09-21 05:23:14.865459,2026-09-21 05:27:06.700064,0 days 00:03:51.834605,64,0.0,True,0.00018103647266978383,0.007391623217934524,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": true, ""lr"": 0.00018103647266978383, ""weight_decay"": 0.007391623217934524}",PRUNED
20,0.9705167802777638,2026-09-21 05:24:55.711170,2026-09-21 05:26:16.340317,0 days 00:01:20.629147,16,0.3,False,4.491458844471708e-05,0.00047092170548888884,,"{""batch_size"": 16, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 4.491458844471708e-05, ""weight_decay"": 0.00047092170548888884}",PRUNED
21,0.9725813102121798,2026-09-21 05:26:16.377897,2026-09-21 05:30:08.105981,0 days 00:03:51.728084,64,0.0,True,9.551415801093638e-06,0.00016859192247629164,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": true, ""lr"": 9.551415801093638e-06, ""weight_decay"": 0.00016859192247629164}",PRUNED
22,0.9723297801948002,2026-09-21 05:28:17.287310,2026-09-21 05:30:28.255489,0 days 00:02:10.968179,32,0.0,False,6.269657914857103e-06,3.406948879866009e-06,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 6.269657914857103e-06, ""weight_decay"": 3.406948879866009e-06}",PRUNED
23,0.9779301751875998,2026-09-21 05:30:58.491733,2026-09-21 05:41:52.924494,0 days 00:10:54.432761,64,0.3,False,1.4004998717001459e-05,2.799107039624046e-07,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 1.4004998717001459e-05, ""weight_decay"": 2.799107039624046e-07}",COMPLETE
24,0.9802020645299345,2026-09-21 05:33:29.605496,2026-09-21 05:44:34.027617,0 days 00:11:04.422121,64,0.2,False,7.07105896850905e-06,1.719888844127246e-07,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 7.07105896850905e-06, ""weight_decay"": 1.719888844127246e-07}",COMPLETE
25,0.9796629499632165,2026-09-21 05:36:40.929186,2026-09-21 05:47:25.314320,0 days 00:10:44.385134,64,0.3,True,2.0174616726655175e-05,1.5687266985206352e-07,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": true, ""lr"": 2.0174616726655175e-05, ""weight_decay"": 1.5687266985206352e-07}",COMPLETE
26,0.9812929418132573,2026-09-21 05:42:23.177277,2026-09-21 05:53:17.998276,0 days 00:10:54.820999,64,0.3,False,4.6710752530396774e-05,1.1631974425673789e-05,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 4.6710752530396774e-05, ""weight_decay"": 1.1631974425673789e-05}",COMPLETE
27,0.9782403175210943,2026-09-21 05:47:05.190432,2026-09-21 05:58:00.177792,0 days 00:10:54.987360,64,0.2,False,1.6711469014432363e-05,3.4230453758730356e-07,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 1.6711469014432363e-05, ""weight_decay"": 3.4230453758730356e-07}",COMPLETE
28,0.9732475590453964,2026-09-21 05:48:35.942190,2026-09-21 05:52:27.629834,0 days 00:03:51.687644,64,0.2,True,6.501695162906608e-06,2.2504292365577815e-07,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": true, ""lr"": 6.501695162906608e-06, ""weight_decay"": 2.2504292365577815e-07}",PRUNED
29,0.9787451711126204,2026-09-21 05:52:27.638753,2026-09-21 05:58:00.204312,0 days 00:05:32.565559,32,0.2,False,1.1943168160454925e-05,1.4926651914061929e-07,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 1.1943168160454925e-05, ""weight_decay"": 1.4926651914061929e-07}",COMPLETE
30,0.972456914461299,2026-09-21 05:53:28.166425,2026-09-21 05:57:19.889445,0 days 00:03:51.723020,64,0.1,True,7.479589327604171e-05,0.0002325251897981475,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": true, ""lr"": 7.479589327604171e-05, ""weight_decay"": 0.0002325251897981475}",PRUNED
31,0.9726858866945225,2026-09-21 05:57:19.931118,2026-09-21 06:01:11.794224,0 days 00:03:51.863106,64,0.3,False,5.702752869875797e-05,7.648889040729155e-06,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 5.702752869875797e-05, ""weight_decay"": 7.648889040729155e-06}",PRUNED
32,0.9706754370038363,2026-09-21 05:59:20.930029,2026-09-21 06:00:31.473338,0 days 00:01:10.543309,16,0.3,True,1.1219279538659988e-05,0.0003548749953793421,,"{""batch_size"": 16, ""dropout"": 0.3, ""freeze_bn"": true, ""lr"": 1.1219279538659988e-05, ""weight_decay"": 0.0003548749953793421}",PRUNED
33,0.9750262979872408,2026-09-21 06:01:11.843314,2026-09-21 06:05:13.809075,0 days 00:04:01.965761,64,0.2,False,6.807674330067235e-06,4.851994572759011e-07,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 6.807674330067235e-06, ""weight_decay"": 4.851994572759011e-07}",PRUNED
34,0.9755654125539586,2026-09-21 06:02:42.622177,2026-09-21 06:04:03.274930,0 days 00:01:20.652753,16,0.1,False,1.91758615031014e-05,1.5531904199398054e-07,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 1.91758615031014e-05, ""weight_decay"": 1.5531904199398054e-07}",PRUNED
35,0.9731790370950124,2026-09-21 06:04:53.677667,2026-09-21 06:06:54.639285,0 days 00:02:00.961618,32,0.3,False,3.4057641778101815e-05,3.86775699875714e-05,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 3.4057641778101815e-05, ""weight_decay"": 3.86775699875714e-05}",PRUNED
36,0.9771395306035027,2026-09-21 06:06:44.548198,2026-09-21 06:16:38.987025,0 days 00:09:54.438827,64,0.2,False,3.9654109741768275e-05,5.0750465628535695e-05,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 3.9654109741768275e-05, ""weight_decay"": 5.0750465628535695e-05}",PRUNED
37,0.9676715153935195,2026-09-21 06:07:45.088181,2026-09-21 06:11:36.762652,0 days 00:03:51.674471,64,0.0,True,5.3936718684498916e-05,3.9247554618043825e-06,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": true, ""lr"": 5.3936718684498916e-05, ""weight_decay"": 3.9247554618043825e-06}",PRUNED
38,0.9734422703034279,2026-09-21 06:12:37.191760,2026-09-21 06:13:57.786677,0 days 00:01:20.594917,16,0.2,False,5.651703253678507e-06,2.268765032947696e-07,,"{""batch_size"": 16, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 5.651703253678507e-06, ""weight_decay"": 2.268765032947696e-07}",PRUNED
39,0.9734765312786197,2026-09-21 06:14:58.247286,2026-09-21 06:18:39.725134,0 days 00:03:41.477848,64,0.3,True,1.0896727759490775e-05,0.00012481985772013667,,"{""batch_size"": 64, ""dropout"": 0.3, ""freeze_bn"": true, ""lr"": 1.0896727759490775e-05, ""weight_decay"": 0.00012481985772013667}",PRUNED
