number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_freeze_bn,params_lr,params_weight_decay,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
12,0.9762854985765852,2026-09-21 02:33:30.273060,2026-09-21 02:39:02.549955,0 days 00:05:32.276895,32,0.3,False,2.0635194947721945e-05,0.00014770176885508645,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 2.0635194947721945e-05, ""weight_decay"": 0.00014770176885508645}",COMPLETE
13,0.9708905940093246,2026-09-21 02:35:21.063350,2026-09-21 02:36:31.545608,0 days 00:01:10.482258,16,0.2,False,1.4771976209110388e-05,2.4971527041944796e-06,,"{""batch_size"": 16, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 1.4771976209110388e-05, ""weight_decay"": 2.4971527041944796e-06}",PRUNED
14,0.9757201259737588,2026-09-21 02:38:52.495531,2026-09-21 02:42:13.792168,0 days 00:03:21.296637,16,0.1,False,4.629711890140193e-05,2.3945491952497394e-05,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 4.629711890140193e-05, ""weight_decay"": 2.3945491952497394e-05}",COMPLETE
15,0.9779938842984727,2026-09-21 02:42:54.084969,2026-09-21 02:48:36.296360,0 days 00:05:42.211391,32,0.1,False,2.002369176847656e-05,0.008972579092027162,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 2.002369176847656e-05, ""weight_decay"": 0.008972579092027162}",COMPLETE
16,0.9747221219817428,2026-09-21 02:46:05.342270,2026-09-21 02:49:26.664792,0 days 00:03:21.322522,16,0.1,False,1.055262769036973e-05,0.0001266519337100974,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 1.055262769036973e-05, ""weight_decay"": 0.0001266519337100974}",COMPLETE
17,0.9674799565222539,2026-09-21 02:48:36.320172,2026-09-21 02:50:37.195413,0 days 00:02:00.875241,32,0.1,True,1.4467900599301098e-05,0.005839292249743064,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": true, ""lr"": 1.4467900599301098e-05, ""weight_decay"": 0.005839292249743064}",PRUNED
18,0.9663548182637394,2026-09-21 02:51:27.520052,2026-09-21 02:53:28.322445,0 days 00:02:00.802393,32,0.1,False,5.497732441538623e-05,0.00619469259502487,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 5.497732441538623e-05, ""weight_decay"": 0.00619469259502487}",PRUNED
19,0.97528562560219,2026-09-21 02:54:58.929014,2026-09-21 02:58:10.381263,0 days 00:03:11.452249,16,0.3,False,1.2782234126834006e-05,0.009886089766576244,,"{""batch_size"": 16, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 1.2782234126834006e-05, ""weight_decay"": 0.009886089766576244}",COMPLETE
20,0.9747239909641222,2026-09-21 02:57:40.103437,2026-09-21 03:00:51.705789,0 days 00:03:11.602352,16,0.1,False,1.5361011818333043e-05,1.4443814255258828e-07,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 1.5361011818333043e-05, ""weight_decay"": 1.4443814255258828e-07}",COMPLETE
21,0.9715991067568167,2026-09-21 02:58:40.684568,2026-09-21 03:00:51.715562,0 days 00:02:11.030994,32,0.1,False,5.093177968308111e-06,0.0004514774831363248,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 5.093177968308111e-06, ""weight_decay"": 0.0004514774831363248}",PRUNED
22,0.9546842674822384,2026-09-21 03:00:01.362719,2026-09-21 03:01:11.896671,0 days 00:01:10.533952,16,0.5,True,9.236829401284712e-05,0.0008667467801448364,,"{""batch_size"": 16, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 9.236829401284712e-05, ""weight_decay"": 0.0008667467801448364}",PRUNED
23,0.9772952434724432,2026-09-21 03:01:11.903899,2026-09-21 03:06:44.055698,0 days 00:05:32.151799,32,0.5,False,1.9069300197500017e-05,0.006533114971772806,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 1.9069300197500017e-05, ""weight_decay"": 0.006533114971772806}",COMPLETE
24,0.9750097442438874,2026-09-21 03:04:03.028715,2026-09-21 03:14:47.531169,0 days 00:10:44.502454,64,0.1,False,1.354476412016849e-05,0.004037805944790345,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 1.354476412016849e-05, ""weight_decay"": 0.004037805944790345}",COMPLETE
25,0.9750214851477295,2026-09-21 03:06:44.102130,2026-09-21 03:12:16.476449,0 days 00:05:32.374319,32,0.5,False,1.6101576793730607e-05,0.006395150746316707,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 1.6101576793730607e-05, ""weight_decay"": 0.006395150746316707}",COMPLETE
26,0.9694778334886655,2026-09-21 03:09:25.256819,2026-09-21 03:11:26.128653,0 days 00:02:00.871834,32,0.2,False,3.541270766600242e-05,0.009301106171824875,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 3.541270766600242e-05, ""weight_decay"": 0.009301106171824875}",PRUNED
27,0.9645094263538901,2026-09-21 03:11:26.142966,2026-09-21 03:12:36.640465,0 days 00:01:10.497499,16,0.0,True,1.6676850307266107e-05,2.6990908134204745e-06,,"{""batch_size"": 16, ""dropout"": 0.0, ""freeze_bn"": true, ""lr"": 1.6676850307266107e-05, ""weight_decay"": 2.6990908134204745e-06}",PRUNED
28,0.9633237145937859,2026-09-21 03:13:27.044783,2026-09-21 03:17:18.615878,0 days 00:03:51.571095,64,0.2,False,0.00015863589369173142,7.173302401096326e-05,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 0.00015863589369173142, ""weight_decay"": 7.173302401096326e-05}",PRUNED
29,0.9777180029401701,2026-09-21 03:14:47.588342,2026-09-21 03:20:30.057720,0 days 00:05:42.469378,32,0.0,False,1.596817923970955e-05,0.007522200279012647,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 1.596817923970955e-05, ""weight_decay"": 0.007522200279012647}",COMPLETE
30,0.9727242450153316,2026-09-21 03:18:09.014838,2026-09-21 03:20:09.892836,0 days 00:02:00.877998,32,0.1,False,1.3751897061812485e-05,2.7907286244144726e-06,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 1.3751897061812485e-05, ""weight_decay"": 2.7907286244144726e-06}",PRUNED
31,0.9604784497095418,2026-09-21 03:20:09.899926,2026-09-21 03:23:51.567962,0 days 00:03:41.668036,64,0.0,True,5.225997592927163e-05,0.007295478157735623,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": true, ""lr"": 5.225997592927163e-05, ""weight_decay"": 0.007295478157735623}",PRUNED
32,0.972023735206923,2026-09-21 03:21:10.352712,2026-09-21 03:23:21.346329,0 days 00:02:10.993617,32,0.0,False,8.056593692799168e-06,0.009528899066149428,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 8.056593692799168e-06, ""weight_decay"": 0.009528899066149428}",PRUNED
33,0.9688772381743128,2026-09-21 03:23:51.598320,2026-09-21 03:26:02.467747,0 days 00:02:10.869427,32,0.0,False,3.339860488280325e-05,0.006978024416821303,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 3.339860488280325e-05, ""weight_decay"": 0.006978024416821303}",PRUNED
34,0.9699024619387715,2026-09-21 03:26:02.474999,2026-09-21 03:27:23.020483,0 days 00:01:20.545484,16,0.1,False,3.2231435793598836e-05,0.002646137014349274,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 3.2231435793598836e-05, ""weight_decay"": 0.002646137014349274}",PRUNED
35,0.9731742242555012,2026-09-21 03:28:23.378092,2026-09-21 03:32:45.019000,0 days 00:04:21.640908,64,0.1,False,2.1409458286274484e-05,2.9190378841623535e-06,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 2.1409458286274484e-05, ""weight_decay"": 2.9190378841623535e-06}",PRUNED
36,0.9677657098020194,2026-09-21 03:31:14.459181,2026-09-21 03:33:15.263330,0 days 00:02:00.804149,32,0.5,False,6.403579271978414e-05,0.004035472910596473,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 6.403579271978414e-05, ""weight_decay"": 0.004035472910596473}",PRUNED
37,0.9654858175206015,2026-09-21 03:33:05.201896,2026-09-21 03:35:06.029545,0 days 00:02:00.827649,32,0.0,True,1.3169677856902066e-05,0.0009569250907508271,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": true, ""lr"": 1.3169677856902066e-05, ""weight_decay"": 0.0009569250907508271}",PRUNED
38,0.9735753708979232,2026-09-21 03:35:26.189561,2026-09-21 03:37:47.185955,0 days 00:02:20.996394,32,0.1,False,9.937462428729176e-06,0.009896584448219394,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 9.937462428729176e-06, ""weight_decay"": 0.009896584448219394}",PRUNED
39,0.961339447513596,2026-09-21 03:36:46.756981,2026-09-21 03:38:47.619406,0 days 00:02:00.862425,32,0.2,True,0.00013596472157940013,5.198880255317708e-07,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": true, ""lr"": 0.00013596472157940013, ""weight_decay"": 5.198880255317708e-07}",PRUNED
