number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_freeze_bn,params_lr,params_weight_decay,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
24,0.9664485988010912,2026-09-21 00:05:16.429562,2026-09-21 00:08:07.199613,0 days 00:02:50.770051,16,0.1,False,4.9377800703417874e-05,3.5578409679990155e-07,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 4.9377800703417874e-05, ""weight_decay"": 3.5578409679990155e-07}",COMPLETE
25,0.9631904463705828,2026-09-21 00:10:47.987037,2026-09-21 00:17:09.730080,0 days 00:06:21.743043,64,0.5,False,0.00012564310150462688,1.6936428448922443e-06,,"{""batch_size"": 64, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 0.00012564310150462688, ""weight_decay"": 1.6936428448922443e-06}",PRUNED
26,0.9434543510290107,2026-09-21 00:14:59.166693,2026-09-21 00:16:09.470139,0 days 00:01:10.303446,16,0.0,True,1.6676850307266107e-05,2.6990908134204745e-06,,"{""batch_size"": 16, ""dropout"": 0.0, ""freeze_bn"": true, ""lr"": 1.6676850307266107e-05, ""weight_decay"": 2.6990908134204745e-06}",PRUNED
27,0.9610790450238942,2026-09-21 00:17:59.984754,2026-09-21 00:21:20.920082,0 days 00:03:20.935328,32,0.3,False,2.8054172424401003e-05,1.8843403310697144e-06,,"{""batch_size"": 32, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 2.8054172424401003e-05, ""weight_decay"": 1.8843403310697144e-06}",PRUNED
28,0.9616486826010453,2026-09-21 00:21:41.023781,2026-09-21 00:23:11.463984,0 days 00:01:30.440203,16,0.1,True,3.644379475530059e-05,2.571811524251312e-07,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": true, ""lr"": 3.644379475530059e-05, ""weight_decay"": 2.571811524251312e-07}",PRUNED
29,0.9661727174427887,2026-09-21 00:23:11.485204,2026-09-21 00:33:14.391766,0 days 00:10:02.906562,64,0.2,False,3.750381097720308e-05,2.72579501586012e-05,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 3.750381097720308e-05, ""weight_decay"": 2.72579501586012e-05}",COMPLETE
30,0.9495262835969956,2026-09-21 00:25:12.110515,2026-09-21 00:27:02.652547,0 days 00:01:50.542032,32,0.2,True,0.00012339816927988824,1.0235980663162932e-05,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": true, ""lr"": 0.00012339816927988824, ""weight_decay"": 1.0235980663162932e-05}",PRUNED
31,0.9629108270475218,2026-09-21 00:28:53.177637,2026-09-21 00:33:44.558550,0 days 00:04:51.380913,64,0.5,True,9.10297554307611e-05,7.942813069616185e-05,,"{""batch_size"": 64, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 9.10297554307611e-05, ""weight_decay"": 7.942813069616185e-05}",PRUNED
32,0.958222039235808,2026-09-21 00:32:14.116500,2026-09-21 00:35:05.000558,0 days 00:02:50.884058,32,0.1,False,2.0915134370861225e-05,7.410827194116426e-06,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 2.0915134370861225e-05, ""weight_decay"": 7.410827194116426e-06}",PRUNED
33,0.9603531844254221,2026-09-21 00:34:34.848753,2026-09-21 00:36:15.381207,0 days 00:01:40.532454,16,0.1,False,7.309989622939709e-05,2.5718915359285765e-05,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 7.309989622939709e-05, ""weight_decay"": 2.5718915359285765e-05}",PRUNED
34,0.9599266869929366,2026-09-21 00:36:45.551424,2026-09-21 00:39:16.334591,0 days 00:02:30.783167,16,0.3,False,1.7786683537054793e-05,8.924986819917315e-06,,"{""batch_size"": 16, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 1.7786683537054793e-05, ""weight_decay"": 8.924986819917315e-06}",PRUNED
35,0.9667460929846986,2026-09-21 00:39:26.406068,2026-09-21 00:49:09.184307,0 days 00:09:42.778239,64,0.1,True,3.8853136732896167e-05,1.10505553321024e-05,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": true, ""lr"": 3.8853136732896167e-05, ""weight_decay"": 1.10505553321024e-05}",COMPLETE
36,0.9671805933562675,2026-09-21 00:41:27.023471,2026-09-21 00:44:17.872425,0 days 00:02:50.848954,16,0.1,False,2.6702391381056683e-05,1.6893276902925142e-05,,"{""batch_size"": 16, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 2.6702391381056683e-05, ""weight_decay"": 1.6893276902925142e-05}",COMPLETE
37,0.9671589805309626,2026-09-21 00:44:17.876595,2026-09-21 00:54:00.705035,0 days 00:09:42.828440,64,0.0,False,0.00010643282089222076,0.00014914502382069633,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 0.00010643282089222076, ""weight_decay"": 0.00014914502382069633}",COMPLETE
38,0.9529486619879083,2026-09-21 00:48:49.113898,2026-09-21 00:50:19.562145,0 days 00:01:30.448247,16,0.0,False,1.3926595677551319e-05,2.647648012731362e-07,,"{""batch_size"": 16, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 1.3926595677551319e-05, ""weight_decay"": 2.647648012731362e-07}",PRUNED
39,0.9688927170429134,2026-09-21 00:51:09.827226,2026-09-21 00:54:00.709929,0 days 00:02:50.882703,16,0.5,False,3.027257955506171e-05,0.0001752143805897781,,"{""batch_size"": 16, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 3.027257955506171e-05, ""weight_decay"": 0.0001752143805897781}",COMPLETE
