number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_freeze_bn,params_lr,params_weight_decay,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
11,0.9556065543614795,2026-09-20 23:22:14.273306,2026-09-20 23:32:47.172556,0 days 00:10:32.899250,64,0.2,False,7.629044544703941e-06,0.00017055494944729531,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 7.629044544703941e-06, ""weight_decay"": 0.00017055494944729531}",COMPLETE
12,0.956044792697807,2026-09-20 23:27:05.578112,2026-09-20 23:32:27.088131,0 days 00:05:21.510019,32,0.5,False,2.3041701593617782e-05,0.004079935638785345,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 2.3041701593617782e-05, ""weight_decay"": 0.004079935638785345}",COMPLETE
13,0.954825819411651,2026-09-20 23:31:06.737489,2026-09-20 23:40:59.497221,0 days 00:09:52.759732,64,0.2,False,4.014395753617134e-05,6.792073571628114e-06,,"{""batch_size"": 64, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 4.014395753617134e-05, ""weight_decay"": 6.792073571628114e-06}",COMPLETE
14,0.9542641847735832,2026-09-20 23:33:37.402506,2026-09-20 23:40:39.388591,0 days 00:07:01.986085,32,0.5,False,3.1198264060350654e-05,0.006336187550152398,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 3.1198264060350654e-05, ""weight_decay"": 0.006336187550152398}",COMPLETE
15,0.9319306543131937,2026-09-20 23:37:48.574511,2026-09-20 23:40:19.267200,0 days 00:02:30.692689,32,0.0,False,6.307395667548962e-06,0.003721758258977574,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 6.307395667548962e-06, ""weight_decay"": 0.003721758258977574}",PRUNED
16,0.9487853171001444,2026-09-20 23:40:39.395676,2026-09-20 23:42:50.050191,0 days 00:02:10.654515,16,0.2,False,7.449642950700552e-05,0.0016864912648809074,,"{""batch_size"": 16, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 7.449642950700552e-05, ""weight_decay"": 0.0016864912648809074}",PRUNED
17,0.9417172872353289,2026-09-20 23:43:10.157769,2026-09-20 23:47:01.251972,0 days 00:03:51.094203,64,0.1,True,9.092734405191244e-06,0.0034109766611448177,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": true, ""lr"": 9.092734405191244e-06, ""weight_decay"": 0.0034109766611448177}",PRUNED
18,0.9495454386738084,2026-09-20 23:46:00.978996,2026-09-20 23:48:41.799227,0 days 00:02:40.820231,16,0.3,False,1.972761480936778e-05,0.004933269279386402,,"{""batch_size"": 16, ""dropout"": 0.3, ""freeze_bn"": false, ""lr"": 1.972761480936778e-05, ""weight_decay"": 0.004933269279386402}",PRUNED
19,0.955065533099576,2026-09-20 23:48:31.749792,2026-09-20 23:58:24.480235,0 days 00:09:52.730443,64,0.1,False,3.001813246549975e-05,0.00042918042128133456,,"{""batch_size"": 64, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 3.001813246549975e-05, ""weight_decay"": 0.00042918042128133456}",COMPLETE
20,0.9559147899997885,2026-09-20 23:49:42.151762,2026-09-20 23:56:44.045212,0 days 00:07:01.893450,32,0.2,False,2.1262446939551795e-05,0.0001794944142225543,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 2.1262446939551795e-05, ""weight_decay"": 0.0001794944142225543}",COMPLETE
21,0.934375679801061,2026-09-20 23:56:44.054723,2026-09-20 23:59:44.881831,0 days 00:03:00.827108,32,0.5,False,8.458257611021368e-06,5.87349657654526e-05,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 8.458257611021368e-06, ""weight_decay"": 5.87349657654526e-05}",PRUNED
22,0.9568804019989917,2026-09-20 23:59:44.890019,2026-09-21 00:05:16.420473,0 days 00:05:31.530454,32,0.2,False,1.7618902665364157e-05,0.000639830380349301,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 1.7618902665364157e-05, ""weight_decay"": 0.000639830380349301}",COMPLETE
23,0.9577981808495878,2026-09-21 00:03:05.832550,2026-09-21 00:09:17.537137,0 days 00:06:11.704587,32,0.2,False,3.353196026574618e-05,1.0417447609320994e-05,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 3.353196026574618e-05, ""weight_decay"": 1.0417447609320994e-05}",COMPLETE
24,0.9599213231001187,2026-09-21 00:09:17.541716,2026-09-21 00:14:59.161553,0 days 00:05:41.619837,32,0.0,False,4.0029365108218126e-05,2.167527996349335e-06,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 4.0029365108218126e-05, ""weight_decay"": 2.167527996349335e-06}",COMPLETE
25,0.9392450796878249,2026-09-21 00:11:48.284749,2026-09-21 00:17:59.979951,0 days 00:06:11.695202,32,0.2,True,5.59196243800558e-05,8.691186534076615e-06,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": true, ""lr"": 5.59196243800558e-05, ""weight_decay"": 8.691186534076615e-06}",PRUNED
26,0.9547915961492652,2026-09-21 00:16:09.486204,2026-09-21 00:22:01.104483,0 days 00:05:51.618279,32,0.0,False,4.239933520178673e-05,3.059259808019299e-06,,"{""batch_size"": 32, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 4.239933520178673e-05, ""weight_decay"": 3.059259808019299e-06}",PRUNED
27,0.9468127909237966,2026-09-21 00:19:30.393752,2026-09-21 00:23:31.580425,0 days 00:04:01.186673,32,0.2,False,1.5042893454679348e-05,1.474852996582096e-06,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 1.5042893454679348e-05, ""weight_decay"": 1.474852996582096e-06}",PRUNED
28,0.9451621856975914,2026-09-21 00:22:21.220750,2026-09-21 00:24:11.800487,0 days 00:01:50.579737,16,0.0,False,6.961525748107977e-05,4.3014919743464476e-07,,"{""batch_size"": 16, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 6.961525748107977e-05, ""weight_decay"": 4.3014919743464476e-07}",PRUNED
29,0.9502098185246458,2026-09-21 00:24:11.805685,2026-09-21 00:25:22.162204,0 days 00:01:10.356519,16,0.0,False,2.1493531735756774e-05,5.049975507322912e-05,,"{""batch_size"": 16, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 2.1493531735756774e-05, ""weight_decay"": 5.049975507322912e-05}",PRUNED
30,0.9474223341360837,2026-09-21 00:27:02.655688,2026-09-21 00:31:33.901929,0 days 00:04:31.246241,64,0.0,False,1.584068432116233e-05,3.123708665182401e-06,,"{""batch_size"": 64, ""dropout"": 0.0, ""freeze_bn"": false, ""lr"": 1.584068432116233e-05, ""weight_decay"": 3.123708665182401e-06}",PRUNED
31,0.9299444805378183,2026-09-21 00:30:23.605597,2026-09-21 00:33:24.465236,0 days 00:03:00.859639,32,0.2,True,8.824702126303496e-06,0.0003245058785446527,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": true, ""lr"": 8.824702126303496e-06, ""weight_decay"": 0.0003245058785446527}",PRUNED
32,0.9459499241373628,2026-09-21 00:33:24.470745,2026-09-21 00:35:45.207087,0 days 00:02:20.736342,32,0.5,False,9.36351603914536e-05,2.920507714611017e-07,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": false, ""lr"": 9.36351603914536e-05, ""weight_decay"": 2.920507714611017e-07}",PRUNED
33,0.9503468247126072,2026-09-21 00:35:45.218246,2026-09-21 00:38:05.946780,0 days 00:02:20.728534,32,0.2,False,8.680731703959415e-05,9.34201259211234e-06,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 8.680731703959415e-05, ""weight_decay"": 9.34201259211234e-06}",PRUNED
34,0.9060561997124688,2026-09-21 00:38:16.017345,2026-09-21 00:40:16.659977,0 days 00:02:00.642632,16,0.5,True,0.00025971031076033014,3.928367368051901e-06,,"{""batch_size"": 16, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 0.00025971031076033014, ""weight_decay"": 3.928367368051901e-06}",PRUNED
35,0.9399709025734908,2026-09-21 00:40:16.665586,2026-09-21 00:42:07.237953,0 days 00:01:50.572367,32,0.5,True,4.316146289727596e-05,0.0062369664196857645,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 4.316146289727596e-05, ""weight_decay"": 0.0062369664196857645}",PRUNED
36,0.9490865492485101,2026-09-21 00:42:07.247871,2026-09-21 00:45:58.330637,0 days 00:03:51.082766,32,0.2,False,1.4154755227573396e-05,0.006548113238778438,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": false, ""lr"": 1.4154755227573396e-05, ""weight_decay"": 0.006548113238778438}",PRUNED
37,0.9507850630489347,2026-09-21 00:46:28.489182,2026-09-21 00:48:49.110579,0 days 00:02:20.621397,32,0.1,False,4.902615404967924e-05,2.015940362478493e-06,,"{""batch_size"": 32, ""dropout"": 0.1, ""freeze_bn"": false, ""lr"": 4.902615404967924e-05, ""weight_decay"": 2.015940362478493e-06}",PRUNED
38,0.9285679631131486,2026-09-21 00:50:09.504287,2026-09-21 00:52:10.128510,0 days 00:02:00.624223,32,0.2,True,0.00021442316568864278,1.0839303645357624e-07,,"{""batch_size"": 32, ""dropout"": 0.2, ""freeze_bn"": true, ""lr"": 0.00021442316568864278, ""weight_decay"": 1.0839303645357624e-07}",PRUNED
39,0.9406146690481639,2026-09-21 00:52:20.203275,2026-09-21 00:55:51.280894,0 days 00:03:31.077619,32,0.5,True,1.6747087593392264e-05,1.1387982543399485e-07,,"{""batch_size"": 32, ""dropout"": 0.5, ""freeze_bn"": true, ""lr"": 1.6747087593392264e-05, ""weight_decay"": 1.1387982543399485e-07}",PRUNED
